original	corrected	count
İskoçyali	İskoçyalı	3
irmaği	ırmağı	3
yapilmi	yapılmı	3
arkadaşlarimi	arkadaşlarımı	3
hatirliyordum	hatırlıyordum	3
unutamayacağim	unutamayacağım	3
hastaliklardan	hastalıklardan	3
eşyami	eşyamı	3
haşarati	haşaratı	3
albayin	albayın	3
sigaralarimizi	sigaralarımızı	3
esvabi	esvabı	3
macerali	maceralı	3
yaklaştiğimiz	yaklaştığımız	3
haykirdilar	haykırdılar	3
hatirladiğim	hatırladığım	3
esrarli	esrarlı	3
sabahinda	sabahında	3
karşidaki	karşıdaki	3
Avustralya’daki	Avustralya’dakı	3
bağlayip	bağlayıp	3
yatağima	yatağıma	3
Romanyalilarla	Romanyalılarla	3
duvarlarinin	duvarlarının	3
Sirbiye	Sırbıye	3
timarcilar	tımarcılar	3
timarci	tımarcı	3
yadigâri	yadigârı	3
müdafaasinda	müdafaasında	3
vakarli	vakarlı	3
albayinin	albayının	3
Radişevo’ya	Radışevo’ya	3
başimizda	başımızda	3
kitalarini	kıtalarını	3
boğazindan	boğazından	3
yayik	yayık	3
maneviyati	maneviyatı	3
rastlayinca	rastlayınca	3
kahvaltimi	kahvaltımı	3
olmuyorlardi	olmuyorlardı	3
Irlandali	İrlandalı	3
ordugâhi	ordugahı	3
kilicimin	kılıcımın	3
firlayan	fırlayan	3
toplarimizin	toplarımızın	3
bataryalarinin	bataryalarının	3
iltifatina	iltifatına	3
patlamişti	patlamıştı	3
hummasindan	hummasından	3
toplarindan	toplarından	3
kasabasini	kasabasını	3
dualarini	dualarını	3
arabalarindan	arabalarından	3
başardim	başardım	3
kilicimla	kılıcımla	3
Tuçeniçe	Tüceniçe	3
kirilip	kırılıp	3
yapilmı	yapılmı	3
sirtlari	sırtları	3
Bayir’in	Bayır’ın	3
kalçasi	kalçası	3
bağirsaği	bağırsağı	3
sahasini	sahasını	3
saplanmişti	saplanmıştı	3
ricati	ricatı	3
kalçasindan	kalçasından	3
sardiktan	sardıktan	3
hattimiza	hattımıza	3
birtakimlari	birtakımları	3
bayiri	bayırı	3
postalari	postaları	3
Bayir	Bayır	3
şaşkinliktan	şaşkınlıktan	3
vakalarini	vakalarını	3
yiğininin	yığınının	3
çikmi	çıkmı	3
yaralilarini	yaralılarını	3
Ingiliz’e	İngiliz’e	3
Radişevo	Radışevo	3
saplandi	saplandı	3
yamacinda	yamacında	3
tabyalarimiza	tabyalarımıza	3
yaranin	yaranın	3
hastaliklara	hastalıklara	3
patlayinca	patlayınca	3
yatirdik	yatırdık	3
vücutlarini	vücutlarını	3
hanimla	hanımla	3
Pelisat	Pelısat	2
tabyalarinda	tabyalarında	2
alşmiş	alsmış	2
maceralarin	maceraların	2
maceralarinin	maceralarının	2
nazarina	nazarına	2
yazilmı	yazılmı	2
Sirplari	Sırpları	2
ispanyali	ispanyalı	2
Misserie	Mişserie	2
kalmiştim	kalmıştım	2
çikmasaydi	çıkmasaydı	2
pirzolasi	pirzolası	2
taşmiş	taşmış	2
kalmamiti	kalmamıtı	2
dolaştim	dolaştım	2
başarimdan	başarımdan	2
açtiğim	açtığım	2
hülyalarim	hülyalarım	2
Makedonyalilar	Makedonyalılar	2
saygilarimizi	saygılarımızı	2
kişlaya	kışlaya	2
sokaklarindan	sokaklarından	2
ağzinin	ağzının	2
dalgalaniyordu	dalgalanıyordu	2
yabanciya	yabancıya	2
Kâğithane’ye	Kâğıthane’ye	2
kaldirdilar	kaldırdılar	2
aygir	aygır	2
hayvandi	hayvandı	2
çadirlarimizi	çadırlarımızı	2
yatiyorduk	yatıyorduk	2
Ayaklarinda	Ayaklarında	2
nizaminda	nizamında	2
tekrarliyordu	tekrarlıyordu	2
anliyordum	anlıyordum	2
fisildadi	fısıldadı	2
parçalanip	parçalanıp	2
Yilbaşı	Yılbaşı	2
Allahaismarladik!	Allahaısmarladık!	2
Avustralya’nin	Avustralya’nın	2
kotranin	kotranın	2
kasabin	kasabın	2
âdetinde	adetinde	2
kaliyorduk	kalıyorduk	2
dolaşmayi	dolaşmayı	2
vatanina	vatanına	2
parmaklik	parmaklık	2
yattiğim	yattığım	2
haykirdim	haykırdım	2
atildik	atıldık	2
bastirdik	bastırdık	2
pervasiz	pervasız	2
boşaltti	boşalttı	2
isliklari	ıslıkları	2
yiğilmişti	yığılmıştı	2
Bulgar’di	Bulgar’dı	2
tabancanin	tabancanın	2
tabanina	tabanına	2
modasina	modasına	2
yilbaşına	yılbaşına	2
tertibatina	tertibatına	2
alayimizin	alayımızın	2
yatirdilar	yatırdılar	2
çatirti	çatırtı	2
iitildi	ııtıldı	2
yiyorlardi	yiyorlardı	2
sitmadan	sıtmadan	2
kizdirici	kızdırıcı	2
çağirttim	çağırttım	2
zatti	zattı	2
anlatinca	anlatınca	2
uğruyorlardi	uğruyorlardı	2
sağlamliği	sağlamlığı	2
hücumlari	hücumları	2
meydaninin	meydanının	2
bulanmi	bulanmı	2
kalmiyorduk	kalmıyorduk	2
büyükbabalari	büyükbabaları	2
tavirli	tavırlı	2
Ordugâhin	Ordugahın	2
bakilmaya	bakılmaya	2
nidasi	nidası	2
ordugâhin	ordugahın	2
akiyordu	akıyordu	2
havalarini	havalarını	2
attiğim	attığım	2
kenarinin	kenarının	2
çüpheli	cupheli	2
bombardimana	bombardımana	2
haykiriyor	haykırıyor	2
koşuyorlardi	koşuyorlardı	2
kadinlarindan	kadınlarından	2
düşüyorlardi	düşüyorlardı	2
Bombardimanin	Bombardımanın	2
siğinaklara	sığınaklara	2
başladiğindan	başladığından	2
firladim	fırladım	2
firtinasindan	fırtınasından	2
kitam	kıtam	2
siğabileceği	sığabileceği	2
siğinmaya	sığınmaya	2
kayıklarin	kayıkların	2
atlarina	atlarına	2
topçularinin	topçularının	2
karakollarina	karakollarına	2
atmakti	atmaktı	2
gidadan	gıdadan	2
ayrilmamdan	ayrılmamdan	2
vedalaştik	vedalaştık	2
başlamıti	başlamıtı	2
teçhizatini	teçhizatını	2
manzarasini	manzarasını	2
ağaçlik	ağaçlık	2
kahkahalari	kahkahaları	2
kaputlarina	kaputlarına	2
vurmasindan	vurmasından	2
toplarimizi	toplarımızı	2
tutmuşlardi	tutmuşlardı	2
mezarlari	mezarları	2
Uyandiğim	Uyandığım	2
meşakkati	meşakkatı	2
zavallilari	zavallıları	2
sariyordum	sarıyordum	2
kizdirdi	kızdırdı	2
Yaralilara	Yaralılara	2
Tuçenice	Tücenice	2
toplanmamiş	toplanmamış	2
misirlar	mısırlar	2
uzadikça	uzadıkça	2
yilmadan	yılmadan	2
çarşidan	çarşıdan	2
kitır	kıtır	2
çaldiklarini	çaldıklarını	2
kuşlari	kuşları	2
ballandira	ballandıra	2
Bayir’a	Bayır’a	2
atlarimiza	atlarımıza	2
bataryalarini	bataryalarını	2
bataryalarimizin	bataryalarımızın	2
bayirin	bayırın	2
arkamizdaki	arkamızdaki	2
bağirsaklari	bağırsakları	2
bayirda	bayırda	2
yiğili	yığılı	2
istirapla	ıstırapla	2
zavalliya	zavallıya	2
Baktiğim	Baktığım	2
karnindan	karnından	2
bağirsağindan	bağırsağından	2
sarkiyordu	sarkıyordu	2
sihhatli	sıhhatli	2
çıkmayip	çıkmayıp	2
vurulmuşlardi	vurulmuşlardı	2
vücutlarinda	vücutlarında	2
yataklari	yatakları	2
kapadim	kapadım	2
birakiliyordu	bırakılıyordu	2
sarsila	sarsıla	2
çalştim	çalştım	2
altisina	altısına	2
kaputlarini	kaputlarını	2
çağirdiğini	çağırdığını	2
ağaçlikta	ağaçlıkta	2
çayira	çayıra	2
birakacaği	bırakacağı	2
alamayacağimi	alamayacağımı	2
çadirinda	çadırında	2
dükkânlarini	dükkânlarını	2
satiliğa	satılığa	2
levhalari	levhaları	2
yakalanirsa	yakalanırsa	2
çıkiyordum	çıkıyordum	2
kazdiklarini	kazdıklarını	2
açılirken	açılırken	2
karişiyorum	karışıyorum	2
bikmiş	bıkmış	2
daminda	damında	2
hazirliğa	hazırlığa	2
ağizlarina	ağızlarına	2
pinardan	pınardan	2
bayirdan	bayırdan	2
yardalik	yardalık	2
kadinina	kadınına	2
bataryasinin	bataryasının	2
iittim	ııttım	2
ilerliyorlardi	ilerliyorlardı	2
hattimizin	hattımızın	2
kurşunlarinin	kurşunlarının	2
tarlanin	tarlanın	2
saniyorlardi	sanıyorlardı	2
tarlasinin	tarlasının	2
haykirarak	haykırarak	2
saldirmiş	saldırmış	2
misirlarin	mısırların	2
göremiyorlardi	göremiyorlardı	2
yuvarlandi	yuvarlandı	2
çiktiğimiz	çıktığımız	2
kurmaylari	kurmayları	2
boğazima	boğazıma	2
arabalarina	arabalarına	2
sargilarimiz	sargılarımız	2
hastalarimiz	hastalarımız	2
nişaninin	nişanının	2
zannima	zannıma	2
bakilmak	bakılmak	2
yanimizdan	yanımızdan	2
yaralarina	yaralarına	2
kapildilar	kapıldılar	2
boğuşmanin	boğuşmanın	2
olanlardi	olanlardı	2
dağitmışti	dağıtmıştı	2
çıktiğimiz	çıktığımız	2
yağdirmakta	yağdırmakta	2
başimin	başımın	2
hatlarimiza	hatlarımıza	2
çekmiti	cekmiti	2
hattimizdan	hattımızdan	2
irtibatimiz	irtibatımız	2
dolaşiyorlardi	dolaşıyorlardı	2
çikmamizdan	çıkmamızdan	2
dayanilmayacak	dayanılmayacak	2
sirtin	sırtın	2
saydik	saydık	2
dağli	dağlı	2
ağzimiza	ağzımıza	2
karmakariık	karmakarıık	2
kazilmış	kazılmış	2
kalinliğinda	kalınlığında	2
kazilmi	kazılmı	2
ediliyorlardi	ediliyorlardı	2
firkalari	fırkaları	2
maneviyatlarini	maneviyatlarını	2
hazirliğina	hazırlığına	2
Brestovitz	Brestovıtz	2
varmişlardi	varmışlardı	2
yağdirdi	yağdırdı	2
uzağimizda	uzağımızda	2
çatirtisi	çatırtısı	2
kurtulamadi	kurtulamadı	2
ânini	anını	2
başlamiştik	başlamıştık	2
anlamiştik	anlamıştık	2
cerrahlari	cerrahları	2
sirasinin	sırasının	2
kayitsizlik	kayıtsızlık	2
yakinimizda	yakınımızda	2
kilavuzluk	kılavuzluk	2
karakollarinin	karakollarının	2
uğramişlar	uğramışlar	2
Haşlanmiş	Haşlanmış	2
sanatkârin	sanatkarın	2
etrafimiza	etrafımıza	2
haşlanmiş	haşlanmış	2
postalarin	postaların	2
yamacina	yamacına	2
Dostlarima	Dostlarıma	2
zayiatimiz	zayiatımız	2
gülüyorlardi	gülüyorlardı	2
atilmaya	atılmaya	2
humbarasi	humbarası	2
yatakli	yataklı	2
anlayamamiştim	anlayamamıştım	2
kapryi	kapryı	2
karakollarimiz	karakollarımız	2
sihhatim	sıhhatim	2
müdafaasinin	müdafaasının	2
çiğliğini	çığlığını	2
başaramadim	başaramadım	2
dişarisi	dışarısı	2
istiraplarina	ıstıraplarına	2
allahaismarladik	allahaısmarladık	2
ustaliğina	ustalığına	2
kaynatilmiş	kaynatılmış	2
vicdanimda	vicdanımda	2
biraktiğim	bıraktığım	2
etrafima	etrafıma	2
atmanin	atmanın	2
almayacaklardir!	almayacaklardır!	2
ihtiyardi	ihtiyardı	2
Kemball’in	Kemball’ın	2
Hoplit	Hoplıt	2
muhafizlarla	muhafızlarla	2
şiklarini	şıklarını	2
sikişmişti	sıkışmıştı	2
eşyasiz	eşyasız	2
odamiza	odamıza	2
arkadaşımizin	arkadaşımızın	2
açliğin	açlığın	2
hatiralarimin	hatıralarımın	2
bulamamiştik	bulamamıştık	2
atlattilar	atlattılar	2
karlarin	karların	2
kizaklar	kızaklar	2
sikış	sıkış	2
Hastaliğim	Hastalığım	2
itimatsizlik	itimatsızlık	2
bandirasi	bandırası	2
Heyman’in	Heyman’ın	2
Şubatin	Şubatın	2
Ilica	Ilıca	2
şiğina	sığına	2
Fransizcadaki	Fransızcadaki	2
Nişaninin	Nişanının	2
tabiatli	tabiatlı	2
bacaklarimin	bacaklarımın	2
eşyamizi	eşyamızı	2
Iranliya	İranlıya	2
hastalaninca	hastalanınca	2
yazacağini	yazacağını	2
sakalini	sakalını	2
uğraştiğimizdan	uğraştığımızdan	2
Tasarimu	Tasarımı	1
Tasarim	Tasarım	1
Basimevi	Basımevi	1
iÇINDEKILER	İÇİNDEKİLER	1
muhasarasi	muhasarası	1
facialari	faciaları	1
Kuşatilmı	Kuşatılmı	1
Avustralyalinin	Avustralyalının	1
çalima	çalıma	1
yayinlanabilir	yayınlanabilir	1
sigaralarini	sigaralarını	1
hatiralarimi	hatıralarımı	1
yazilmayacakti	yazılmayacaktı	1
komutanlarinin	komutanlarının	1
yaziliş	yazılış	1
cerrahin	cerrahın	1
anlatilacak	anlatılacak	1
oynamasina	oynamasına	1
Kurmayin	Kurmayın	1
rizasiyla	rızasıyla	1
karmasina	karmasına	1
açıklamaliyim	açıklamalıyım	1
kilacağina	kılacağına	1
yüzbaşısi	yüzbaşısı	1
tasinin	tasının	1
itimadina	itimadına	1
ordularinda	ordularında	1
yazilmasinda	yazılmasında	1
yardimcidan	yardımcıdan	1
saymaktayim	saymaktayım	1
maceralarimın	maceralarımın	1
bozmamiştir	bozmamıştır	1
uyandirmasini	uyandırmasını	1
RMENIN	MENİN	1
refahina	refahına	1
vasitalari	vasıtaları	1
sinirlarindaki	sınırlarındaki	1
bombalarindan	bombalarından	1
yikilmaz	yıkılmaz	1
kavuşabilse	kavuşabılse	1
karşilarina	karşılarına	1
bekasinda	bekasında	1
âlemlerine	alemlerine	1
asirlarin	asırların	1
vasiflarina	vasıflarına	1
uzaklaşmalaridir	uzaklaşmalarıdır	1
Davamizi	Davamızı	1
aşağidır	aşağıdır	1
yaratabilmiştir	yaratabılmıştır	1
hayranliklar	hayranlıklar	1
yikilma	yıkılma	1
doğurabilmiti	doğurabılmıtı	1
yüzyillardan	yüzyıllardan	1
nurun	rinin	1
arşin	arşın	1
parçasindan	parçasından	1
fedakârliklara	fedakarlıklara	1
asip	aşıp	1
çikarilip	çıkarılıp	1
yikmasindan	yıkmasından	1
atilsa	atılsa	1
Şurasini	Şurasını	1
Yarinlarindan	Yarınlarından	1
varliklarinin	varlıklarının	1
mahluklaridırlar	mahluklarıdırlar	1
savaşimizin	savaşımızın	1
levhasi	levhası	1
kiymetlidir	kıymetlidir	1
programlarimizda	programlarımızda	1
Okuyucularimiza	Okuyucularımıza	1
safhasini	safhasını	1
yabancınin	yabancının	1
hakkimizda	hakkımızda	1
Altmiş	Altmış	1
hayatimda	hayatımda	1
olmamin	olmanın	1
yaklaşmı	yaklaşım	1
çalştiğim	çalştığım	1
dalgalandirdikça	dalgalandırdıkça	1
muradima	muradıma	1
Çarşida	Çarşıda	1
atim	atım	1
Hastalarimi	Hastaların	1
Yaralilar	Yaralılar	1
Garcia’nin	Garcia’nın	1
Kâğithane’de	Kâğıthane’de	1
Yaşmakli	Yaşmaklı	1
Yurtlarinda	Yurtlarında	1
savunmasinda	savunmasında	1
Kizilay	Kızılay	1
başlangiçlarini	başlangıçlarını	1
savaştiklarini	savaştıklarını	1
Başkanliği’nu	Başkanlığı’nu	1
yaralanmiş	yaralanmış	1
kânsiz	kansız	1
kasaturasi	kasaturası	1
düşmaninin	düşmanının	1
kaldirilacağina	kaldırılacağına	1
pariltisini	parıltısını	1
kalintisi	kalıntısı	1
Hunlari	Hunları	1
Vizigotlari	Vizigotları	1
âdetine	adetine	1
kursumu	kurşunu	1
yaşimda	yaşında	1
başlamışti	başlamıştı	1
dolaşmalarim	dolaşmalarım	1
Isveç’te	İsveç’te	1
Busch’in	Busch’ın	1
Hisarli	Hisarlı	1
kayalari	kayaları	1
kiyafetlerle	kıyafetlerle	1
kildim	kıldım	1
cerraha	cerrahi	1
saygiyı	saygıyı	1
cenaplarina	cenaplarına	1
varacakti	varacaktı	1
yaşlilara	yaşlılara	1
mutaassip	mutaassıp	1
pirzolayi	pirzolayı	1
sikıştirarak	sıkıştırarak	1
kizarmiş	kızarmış	1
aldatmi	aldatmı	1
aşinaliğimi	aşinalığımı	1
sikilmaya	sıkılmaya	1
kesem	kesen	1
ilana	ilan	1
İlani	İlanı	1
kırildi	kırıldı	1
alişkanliklari	alışkanlıkları	1
masrafini	masrafını	1
birakmi	bırakın	1
gerisinin	gemisinin	1
parasizliği	parasızlığı	1
çebilecek	cebilecek	1
saldırdim	saldırdım	1
Çiyanti	Çıyantı	1
asilmakta	asılmakta	1
Kastil	Kastıl	1
kibarindan	kibarından	1
yakişmayan	yakışmayan	1
şadetsin	sadetsin	1
aşılmasi	aşılması	1
sicağini	sıcağını	1
şiklarinın	şıklarının	1
isitiyordum	işitiyordum	1
parami	param	1
babana	babama	1
kaçırmamani	kaçırmamanı	1
yapacağima	yapacağını	1
Edinburgh’daki	Edinburgh’dakı	1
yazilmi	yazılmı	1
silahlanmiş	silahlanmış	1
Bazias’a	Bazıas’a	1
Marceau’nin	Marceau’nın	1
fikır	fikir	1
başimizin	başımızın	1
yarlarin	yarların	1
hisarlari	hisarları	1
hisarlarin	hisarların	1
Drachenfels’in	Draçhenfels’in	1
Hollanda’nin	Hollanda’nın	1
ovalarina	ovalarına	1
uzakliklarina	uzaklıklarına	1
irmağinin	ırmağının	1
akintilardan	akıntılardan	1
yükseliyorlardi	yükseliyorlardı	1
duyduklarimi	duyduklarımı	1
zipir	zıpır	1
atmamasi	atmaması	1
takimiyla	takımıyla	1
sikıık	sıkıık	1
saldirma	saldırma	1
paralarin	paraların	1
belâgatinden	belagatınden	1
savaşmişlardir	savaşmışlardır	1
muhasarayi	muhasarayı	1
Ispartalilar	Ispartalılar	1
Atinalilar	Atinalılar	1
paanin	Panin	1
Sirbi’ye	Sırbı’ye	1
Babiâlinin	Babıalinin	1
tabiatlari	tabiatları	1
intibalarimin	intibalarımın	1
bakacaktim	bakacaktım	1
aldaticidir	aldatıcıdır	1
tannmiş	tanınmış	1
Misri	Mısri	1
yazilirdi	yazılırdı	1
ayricaliklara	ayrıcalıklara	1
yaslanmiş	yaslanmış	1
biraktiğina	bıraktığını	1
kurtardiği	kurtardığı	1
hatırlanmaktadir	hatırlanmaktadır	1
işıldiyordu	ışıldıyordu	1
parlakliktir	parlaklıktır	1
konmamişti	konmamıştı	1
havagazi	havagazı	1
lambasinin	lâmbasının	1
kaldirimlari	kaldırımları	1
canlidir	canlıdır	1
kaplanlarin	kaplanların	1
çarşilarda	çarşılarda	1
dolaşiyordum	dolaşıyordum	1
çalvarli	çalvarlı	1
dolandirmaya	dolandırmaya	1
çaliıyorlar	çalııyorlar	1
kaldirimlar	kaldırımlar	1
yaşmağin	yaşmağın	1
haftasi	haftası	1
yapili	yapılı	1
kadinlariyla	kadınlarıyla	1
tatlicilarinin	tatlıcılarının	1
cilasinın	cilasının	1
kibarinin	kibarının	1
arabacinin	arabacının	1
muhafazasindan	muhafazasından	1
gâvurlarin	gavurların	1
kamçısini	kamçısını	1
Alayima	Alayına	1
gondollari	gondolları	1
kayiklarda	kayıklarda	1
varakasi	varakası	1
Kırehir	Kirehir	1
çanslarini	canlarını	1
tabağindan	tabağından	1
tikınca	tıkınca	1
alayimizla	alayımızla	1
Alayin	Alayın	1
altisinda	altısında	1
kompartimanda	kompartımanda	1
Pazarcık’ina	Pazarcık’ına	1
eratin	eratın	1
Kirşehir’den	Kırşehir’den	1
ayirabilirdim	ayırabilirdim	1
silahlandırilmışlardi	silahlandırılmışlardı	1
Atini	Atını	1
Alayimiz	Alayımız	1
Anlaşildiğina	Anlaşıldığına	1
Anlaşıldiğina	Anlaşıldığına	1
alişik	alışık	1
nizama	nizami	1
sikilmış	sıkılmış	1
yanaklarimi	yanaklarımı	1
sakalciklar	sakalcıklar	1
karargâhıni	karargahını	1
Sirtinda	Sırtında	1
Pazarcik’ina	Pazarcık’ına	1
alişılincaya	alışılıncaya	1
karargâhimizdan	karargahımızdan	1
burunlari	burunları	1
siğmaz	sığmaz	1
girtlaklarina	gırtlaklarına	1
kalacaklarinı	kalacaklarını	1
Karşima	Karşıma	1
toplamam	toplanan	1
kalmayacakti	kalmayacaktı	1
kararimi	kararımı	1
ilaci	ilacı	1
ağiza	ağıza	1
Çadirlarimizi	Çadırlarımızı	1
bakilacak	bakılacak	1
alâmetlerini	alametlerini	1
aldatilacak	aldatılacak	1
sattiğini	sattığını	1
Albayin	Albayın	1
sariın	samimi	1
çadirda	çadırda	1
Işildayan	Işıldayan	1
muhtaçtim	muhtaçtım	1
hastalari	hastaları	1
anlattilar	anlattılar	1
âmirane	amirane	1
Hastaliğinin	Hastalığının	1
yaziyordum	yazıyordum	1
sandiğindan	sandığından	1
ağaçlariyla	ağaçlarıyla	1
yatağimin	yatağının	1
Donuk	Dönük	1
huylarindandi	huylarındandı	1
araliklarinda	aralıklarında	1
çadirindaki	çadırındaki	1
baçşlarina	bacşlarına	1
dokuduklari	dokudukları	1
çariklar	çarıklar	1
bulunmadilar	bulunmadılar	1
yapişkan	yapışkan	1
Sofya’yi	Sofya’yı	1
ovanin	ovanın	1
ötebaşinda	ötebaşında	1
Ovanin	Ovanın	1
irmakla	ırmakla	1
sulaniyor	sulanıyor	1
ağaçliklarla	ağaçlıklarla	1
mısrainda	mısraında	1
şildiyordu	sildiyordu	1
alayimdan	alayından	1
kitalardaki	kıtalardaki	1
kiyaslamaktir	kıyaslamaktır	1
Kanitz	Kanıtz	1
parmaği	parmağı	1
çadirimizdaki	çadırımızdakı	1
aliştirdim	alıştırdım	1
tasi	taşı	1
bulunmamasidir	bulunmamasıdır	1
aliştim	alıştım	1
kaşiğimla	kaşığımla	1
kaşıklarimizi	kaşıklarımızı	1
daldirarak	daldırarak	1
kaynamiş	kaynamış	1
pilavin	pilavın	1
ustalik	ustalık	1
hatirlatirdi	hatırlatırdı	1
alişılmiş	alışılmış	1
kaçirmayan	kaçırmayan	1
tanimadiğimizin	tanımadığımızın	1
vurmuşlardi	vurmuşlardı	1
düşmanina	düşmanın	1
barbarliklar	barbarlıklar	1
yapilmişsa	yapılmışsa	1
kirmadikça	kırmadıkça	1
Firsati	Fırsatı	1
amacima	amacına	1
çağrildim	çağrıldım	1
anlatilmaya	anlatılmaya	1
hastasini	hastasını	1
tercümanin	tercümanın	1
ulaşacağimi	ulaşacağımı	1
esvapli	esvaplı	1
hişırtilari	hışırtıları	1
şikâyetli	şikayetli	1
utanilarak	utanılarak	1
uzatildi	uzatıldı	1
Uzatilan	Uzatılan	1
hastanin	hastanın	1
kayasina	kıyısına	1
kariştik	karıştık	1
Şarkli	Şarklı	1
çarpip	çarpıp	1
mantiğr	mantığr	1
haremağasini	haremağasını	1
bakmiştir	bakmıştır	1
cerrahlarin	cerrahların	1
yollandi	yollandı	1
Akşamlari	Akşamları	1
çaliiyordum	çalııyordum	1
funda	fında	1
çalisindan	çalısından	1
ahirlarinin	ahırlarının	1
bulamş	bulan	1
âşığinin	aşığının	1
yaralilar	yaralılar	1
bozgunundaki	bozgunundakı	1
Binbaşilarimizdan	Binbaşılarımızdan	1
sigarayi	sigarayı	1
dizkapaği	dizkapağı	1
paralanmiş	paralanmış	1
bayiltilmak	bayıltılmak	1
bacağini	bacağını	1
yüzbaçisi	yüzbaçısı	1
yarallarin	yaralların	1
yaşlarini	yaşlarını	1
alaylarini	alaylarını	1
bacağinin	bacağının	1
sorduklarina	sorduklarına	1
atilişlarini	atılışlarını	1
HARBIN	HARBİN	1
ÖNCEKI	ÖNCEKİ	1
HADISELER	HADİSELER	1
Donup	Dönüp	1
Macerali	Maceralı	1
Wagga’nin	Wagga’nın	1
Esrarli	Esrarlı	1
şifali	şifalı	1
Lehistan’in	Lehistan’ın	1
tebaasindan	tebaasından	1
katilmakti	katılmaktı	1
müştü	muştu	1
takinarak	takınarak	1
kaçirmadi	kaçırmadı	1
Klapka’nin	Klapka’nın	1
Hastaliktan	Hastalıktan	1
aygira	aygıra	1
komutanin	komutanın	1
Pelişat’ta	Pelışat’ta	1
macerasini	macerasını	1
lirasindan	lirasından	1
çıkmş	çıkmış	1
sapsiz	sapsız	1
kotrasina	kotrasına	1
Ingilizceyi	İngilizceyi	1
Fransizcanin	Fransızcanın	1
Aleksinaç’in	Aleksinaç’ın	1
zaptinda	zaptında	1
parlami	parlamı	1
ariyordu	arıyordu	1
papazlari	papazları	1
teşkilatlarini	teşkilatlarını	1
amcasiyla	amcasıyla	1
papanin	papanın	1
davrandiğini	davrandığını	1
dostlarimdan	dostlarından	1
parasinı	parasını	1
azaldiğından	azaldığından	1
aylikla	aylıkla	1
atakliği	ataklığı	1
lirasiyla	lirasıyla	1
rastlamiş	rastlamış	1
yakalik	yakalık	1
yakaliği	yakalığı	1
Waggali	Waggalı	1
dakikasina	dakikasına	1
unutmadiğini	unutmadığını	1
kasabalarinin	kasabalarının	1
mamurlarindan	mamurlarından	1
şarkisini	şarkısını	1
bakildiği	bakıldığı	1
haftanin	haftanın	1
yarılari	yanları	1
bağlandik	bağlandık	1
kahvaltidan	kahvaltıdan	1
tavşanlari	tavşanları	1
kovalamalari	kovalamaları	1
